SYST-MOR-0007255.bam	macrocarpa_CDR
SYST-MOR-0007256.bam	xxx
SYST-MOR-0007257.bam	xxx
SYST-MOR-0007258.bam	xxx
SYST-MOR-0007259.bam	xxx
SYST-MOR-0007260.bam	xxx
SYST-MOR-0007357.bam	macrocarpa_WPP
SYST-MOR-0007358.bam	macrocarpa_WPP
SYST-MOR-0007359.bam	macrocarpa_WPP
SYST-MOR-0007360.bam	macrocarpa_WPP
SYST-MOR-0007361.bam	macrocarpa_WPP
SYST-MOR-0007362.bam	macrocarpa_WPP
SYST-MOR-0007363.bam	macrocarpa_WPP
SYST-MOR-0007364.bam	macrocarpa_WPP
SYST-MOR-0007365.bam	macrocarpa_WPP
SYST-MOR-0007366.bam	macrocarpa_WPP
SYST-MOR-0007367.bam	macrocarpa_SWP
SYST-MOR-0007368.bam	macrocarpa_SWP
SYST-MOR-0007369.bam	macrocarpa_SWP
SYST-MOR-0007370.bam	macrocarpa_SWP
SYST-MOR-0007371.bam	macrocarpa_SWP
SYST-MOR-0007372.bam	macrocarpa_SWP
SYST-MOR-0007373.bam	macrocarpa_SWP
SYST-MOR-0007374.bam	macrocarpa_SWP
SYST-MOR-0007375.bam	macrocarpa_SWP
SYST-MOR-0007376.bam	macrocarpa_SWP
SYST-MOR-0007377.bam	macrocarpa_ABF
SYST-MOR-0007378.bam	macrocarpa_ABF
SYST-MOR-0007379.bam	macrocarpa_ABF
SYST-MOR-0007380.bam	macrocarpa_ABF
SYST-MOR-0007381.bam	macrocarpa_ABF
SYST-MOR-0007382.bam	macrocarpa_ABF
SYST-MOR-0007383.bam	macrocarpa_ABF
SYST-MOR-0007384.bam	macrocarpa_ABF
SYST-MOR-0007385.bam	macrocarpa_ABF
SYST-MOR-0007386.bam	macrocarpa_ABF
SYST-MOR-0007387.bam	macrocarpa_RLF
SYST-MOR-0007388.bam	macrocarpa_RLF
SYST-MOR-0007389.bam	macrocarpa_RLF
SYST-MOR-0007390.bam	macrocarpa_RLF
SYST-MOR-0007391.bam	macrocarpa_RLF
SYST-MOR-0007392.bam	macrocarpa_RLF
SYST-MOR-0007409.bam	macrocarpa_NOW
SYST-MOR-0007410.bam	macrocarpa_NOW
SYST-MOR-0007411.bam	macrocarpa_NOW
SYST-MOR-0007412.bam	macrocarpa_NOW
SYST-MOR-0007413.bam	macrocarpa_NOW
SYST-MOR-0007414.bam	macrocarpa_NOW
SYST-MOR-0007415.bam	macrocarpa_NOW
SYST-MOR-0007416.bam	macrocarpa_NOW
SYST-MOR-0007417.bam	macrocarpa_NOW
SYST-MOR-0007418.bam	macrocarpa_NOW
SYST-MOR-0007419.bam	macrocarpa_BRA
SYST-MOR-0007420.bam	macrocarpa_BRA
SYST-MOR-0007421.bam	macrocarpa_BRA
SYST-MOR-0007422.bam	macrocarpa_BRA
SYST-MOR-0007423.bam	macrocarpa_BRA
SYST-MOR-0007424.bam	macrocarpa_BRA
SYST-MOR-0007425.bam	macrocarpa_BOW
SYST-MOR-0007426.bam	macrocarpa_BOW
SYST-MOR-0007427.bam	macrocarpa_BOW
SYST-MOR-0007428.bam	macrocarpa_BOW
SYST-MOR-0007429.bam	macrocarpa_BOW
SYST-MOR-0007430.bam	macrocarpa_BOW
SYST-MOR-0007431.bam	macrocarpa_BOW
SYST-MOR-0007432.bam	macrocarpa_BOW
SYST-MOR-0007433.bam	macrocarpa_BOW
SYST-MOR-0007434.bam	macrocarpa_BOW
SYST-MOR-0007435.bam	xxx
SYST-MOR-0007436.bam	xxx
